60
20	3	20	17	15	16	12	20	3	2	14	13	5	7	13	19	16	4	17	4	9	3	2	1	1	17	11	7	11	11	4	19	4	19	17	13	5	2	11	13	18	18	1	6	9	18	7	6	12	5	9	5	9	18	8	2	8	3	14	5	
10	14	19	11	3	14	8	9	11	17	18	7	5	7	8	13	7	12	11	3	1	2	18	2	16	14	5	20	19	14	11	20	18	3	2	18	9	7	20	15	11	2	15	16	10	18	14	13	7	7	19	16	4	14	6	9	9	1	2	18	
15	7	4	4	3	6	11	5	12	13	6	17	18	19	4	7	17	16	2	10	16	11	9	15	9	5	20	13	8	19	8	5	19	6	5	11	11	19	12	19	14	15	2	12	4	10	1	10	9	1	18	20	7	2	20	17	1	6	2	19	
14	6	1	18	6	9	19	1	20	15	8	9	1	3	14	12	14	1	13	7	2	5	5	14	3	10	7	6	6	3	4	7	12	6	10	4	10	16	17	9	13	3	12	3	7	8	1	3	3	19	14	18	9	2	17	18	12	8	9	20	
7	3	15	12	6	9	20	16	13	4	5	9	3	2	12	20	2	3	1	4	13	5	6	12	5	8	16	4	8	18	4	18	11	19	9	14	18	1	12	18	3	15	9	15	4	9	9	6	5	5	8	4	11	4	3	9	5	10	9	20	
10	20	4	2	9	6	18	13	1	1	8	3	19	10	16	1	6	11	14	6	1	4	9	8	9	5	20	8	4	12	20	4	1	9	17	8	1	10	19	1	14	8	10	14	5	15	4	2	18	10	7	3	10	8	11	1	13	10	15	16	
9	16	18	19	15	2	17	20	16	11	20	5	20	12	18	18	12	1	2	14	7	14	12	9	12	14	20	14	18	8	8	12	9	19	10	3	10	13	10	2	1	8	10	8	2	4	7	6	18	18	3	1	19	8	12	3	16	19	20	19	
10	15	3	4	6	7	3	9	13	5	19	8	17	20	7	7	7	6	14	13	4	5	12	16	13	20	14	11	2	8	10	4	16	2	20	13	20	17	13	3	20	12	16	1	13	7	10	10	2	14	10	20	5	8	12	1	20	1	14	19	
17	14	12	9	8	18	9	3	11	20	7	17	7	19	5	16	8	15	5	20	1	2	10	12	6	20	13	8	10	12	7	4	12	19	16	5	11	2	12	9	19	1	4	2	11	12	15	11	11	6	2	12	6	8	19	12	10	11	13	20	
18	18	11	8	6	12	20	13	8	20	13	2	14	13	18	6	16	17	14	11	14	11	10	11	9	12	6	14	18	4	6	13	17	15	4	3	10	8	9	8	13	18	20	4	18	8	15	4	7	20	14	14	16	11	20	16	17	8	16	4	
19	13	9	15	2	5	2	2	12	17	1	3	8	16	18	12	4	19	18	4	15	17	11	5	11	6	7	3	2	8	20	10	19	16	18	8	9	2	4	3	9	20	10	7	15	15	5	5	5	9	2	1	11	12	3	16	15	1	10	5	
2	4	12	6	10	17	11	13	5	9	18	15	8	15	17	15	6	18	15	10	15	15	11	9	6	10	2	8	7	7	1	17	18	20	6	8	9	15	4	19	13	17	6	13	7	11	3	2	6	16	18	13	1	6	14	5	16	14	8	2	
15	2	15	19	10	15	2	11	6	17	6	3	3	14	3	20	20	7	14	18	17	3	20	9	2	9	15	5	8	16	8	2	19	1	5	7	12	20	16	12	3	10	13	16	11	16	5	13	7	11	16	15	1	11	8	7	7	20	11	4	
18	7	5	8	4	20	7	4	1	6	20	2	12	1	11	1	6	9	3	14	1	19	12	6	18	19	12	17	15	14	12	18	20	11	11	8	1	1	20	1	12	18	8	14	1	1	12	16	6	4	10	20	15	10	5	4	8	15	18	9	
2	18	17	8	12	14	5	2	4	8	19	5	5	14	14	10	16	13	19	3	3	14	1	3	10	3	4	16	11	5	20	19	14	16	12	5	6	8	5	12	14	20	10	19	15	10	1	19	1	14	11	8	16	16	2	18	18	12	10	12	
2	10	20	17	19	10	6	15	6	7	15	3	15	9	17	1	8	18	14	20	15	10	6	3	3	1	19	20	10	11	2	5	15	11	17	17	11	5	16	3	4	5	18	11	4	9	2	2	2	17	10	18	18	18	1	1	3	5	12	6	
3	3	14	4	6	17	16	5	6	17	9	18	11	12	16	9	7	1	19	17	19	14	9	20	5	4	5	18	11	7	10	12	17	4	1	13	13	15	5	10	7	14	2	6	3	12	14	3	14	11	13	10	4	6	8	12	12	16	3	3	
16	6	7	6	19	8	8	4	2	7	13	10	7	7	15	2	18	12	7	11	8	14	2	12	17	11	14	15	13	3	20	7	4	2	18	20	2	5	1	7	1	2	11	8	8	16	11	14	19	19	1	8	1	11	18	11	11	14	16	18	
2	2	20	17	17	3	15	12	20	6	10	15	2	16	18	2	18	20	5	10	9	20	5	8	13	4	7	17	15	18	15	18	18	6	15	2	1	15	16	9	11	16	19	15	3	6	2	1	2	10	8	3	11	7	1	3	14	4	1	8	
12	15	11	17	14	9	16	1	16	20	8	7	17	14	2	19	17	5	14	9	11	17	5	5	3	10	9	16	18	17	10	4	7	16	12	3	14	20	13	12	5	16	9	8	20	3	20	9	13	12	2	15	2	16	11	19	15	1	16	3	
13	3	13	4	18	2	1	19	18	10	3	18	18	15	8	15	3	7	2	7	18	1	15	14	9	10	4	16	7	5	17	8	6	14	15	9	20	9	14	6	15	14	2	8	14	9	5	12	9	10	14	15	12	6	8	16	18	14	1	7	
20	18	3	3	9	11	17	2	13	18	6	13	3	14	1	18	19	7	3	5	3	16	18	17	4	14	2	11	9	18	12	8	20	5	20	12	4	6	9	11	2	13	3	15	1	1	19	10	8	19	14	6	13	3	8	11	16	10	15	18	
19	2	10	12	3	1	18	4	5	18	4	10	18	18	8	7	19	7	15	10	13	5	16	16	18	2	6	9	2	12	17	9	1	14	1	6	10	8	18	1	15	6	7	17	12	19	2	12	14	7	4	8	1	13	15	19	14	15	15	16	
20	17	7	14	15	11	8	7	1	16	13	10	14	13	2	20	17	2	14	12	19	3	11	9	6	3	17	10	12	9	19	7	2	12	11	3	7	13	8	9	19	12	17	13	5	6	17	10	8	19	11	4	14	15	9	10	15	16	8	16	
16	15	17	14	15	11	10	9	4	14	15	16	20	19	12	20	19	3	13	16	13	20	15	8	7	17	13	7	10	5	15	8	12	2	9	8	12	7	13	11	9	1	20	16	1	7	19	14	7	11	18	7	5	15	15	10	7	6	1	10	
20	15	2	15	11	19	4	8	2	14	12	15	1	12	17	14	20	7	20	10	17	18	20	14	17	16	18	20	16	19	18	4	17	12	8	9	10	6	3	12	14	8	6	3	12	7	14	2	12	14	19	13	12	2	10	3	2	9	14	10	
18	14	3	11	16	16	4	16	16	1	14	5	20	19	5	7	17	4	1	13	19	18	6	13	2	7	18	17	8	9	1	17	3	14	9	13	17	8	5	20	11	17	1	3	18	5	14	14	1	3	14	19	13	12	17	9	10	19	3	13	
9	18	6	13	11	18	7	1	13	15	1	9	5	8	3	20	19	15	15	15	7	13	11	20	2	5	17	12	8	4	7	12	8	12	5	10	6	1	20	4	11	9	2	18	20	7	8	16	20	8	7	2	10	20	15	17	9	12	12	9	
12	13	7	14	8	17	20	18	7	15	9	4	17	19	2	11	17	1	17	18	16	8	7	10	14	10	10	9	19	19	12	17	8	18	2	2	5	15	16	9	18	6	4	11	6	20	11	19	16	14	20	7	6	20	18	11	4	17	17	7	
2	4	2	10	3	13	13	16	14	4	11	14	19	10	20	1	9	10	6	9	11	6	2	19	12	2	6	17	17	12	2	7	8	13	16	18	16	18	20	7	11	1	7	3	20	2	14	8	15	14	17	6	1	15	20	5	11	5	11	15	
16	19	6	17	4	10	12	3	5	6	18	16	17	19	13	6	2	6	7	16	17	8	11	17	16	17	13	16	3	18	18	19	2	18	14	12	9	12	20	10	9	10	19	1	15	8	20	13	16	3	8	14	18	1	5	4	4	18	6	10	
3	20	3	2	11	7	7	16	19	15	4	3	16	18	3	6	19	19	8	20	16	13	4	11	10	19	1	4	4	7	8	17	6	20	4	20	15	6	19	5	7	5	9	11	8	1	4	5	20	15	11	17	2	4	15	4	17	10	16	16	
